name,smiles,dose_mg,cmax_mg_L,log_cmax_per_dose,n_studies,in_platinum
roflumilast n-oxide,O=C(Nc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,0.5,0.01350111106539013,-1.5686004943808134,2,False
enasidenib,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,50.0,0.4651859843116514,-2.0313433830341356,2,False
mifepristone,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,75.0,1.4391837964624254,-1.7169450026780035,2,False
zalcitabine,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,1.5,0.022561914812355807,-1.822715303941597,2,False
nadolol,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,80.0,0.14183046217227102,-2.7513204688916604,2,False
2-hydroxyflutamide,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,250.0,1.183934119788766,-2.3246124720015504,2,False
tenofovir alafenamide,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,25.0,0.27691731256821056,-1.955589900460575,2,False
lurasidone,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,40.0,0.05232991496266741,-2.8833099623263885,2,False
dabrafenib,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,150.0,2.468625771557933,-1.7836360004990663,2,False
(s)-warfarin,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,25.0,1.550677271388215,-1.207418587286083,2,False
ozanimod,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,1.0,0.0001643167672515499,-3.784318117920506,2,False
methadone,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,10.0,0.035916569992135945,-2.4447051448503756,2,False
terfenadine,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,60.0,0.001754992877478425,-4.5338758921334215,2,False
d-sotalol ((+)-sotalol),CC(C)NC[C@@H](O)c1ccc(NS(C)(=O)=O)cc1,100.0,0.8533350455711989,-2.0688804179843236,2,False
indapamide,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,5.0,0.24648123660838775,-1.3071861401450677,2,True
maribavir,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,100.0,3.6167388625666628,-1.4416828472351948,2,False
teriflunomide,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,20.0,1.9390719429665317,-1.0134360732001506,2,False
(r)-warfarin,CC(=O)C[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,25.0,1.5733531072203721,-1.201113806514353,2,False
ospemifene,OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,60.0,0.6468437214660123,-1.9673518833210533,2,False
3beta-hydroxytibolone,C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CC[C@H](O)C4)[C@H]3CC[C@@]21C,2.5,0.003784970277294131,-2.819877535260736,2,False
saquinavir,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,600.0,0.009088454214001413,-4.819661226723452,2,False
methenamine,C1N2CN3CN1CN(C2)C3,1000.0,30.246652707365822,-1.519322680223279,2,False
acamprosate,CC(=O)NCCCS(=O)(=O)O,666.0,0.269778427603098,-3.3924670101038945,2,False
solifenacin,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,10.0,0.013392535234226562,-2.873137202374551,2,False
cilazaprilat,O=C(O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,5.0,0.10146950280749385,-1.6926344719647286,2,False
rivaroxaban,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,10.0,0.12285471093938567,-1.9106081855758177,2,False
diflunisal,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,250.0,36.31859028101174,-0.8378110257904875,2,False
rilmenidine,C1COC(NC(C2CC2)C2CC2)=N1,1.0,0.003367862823809784,-2.4726456060309725,2,False
varenicline,c1cnc2cc3c(cc2n1)C1CNCC3C1,1.0,0.005534256951027847,-2.2569406807890493,2,False
lorazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,2.0,0.02212690669750293,-1.956109291095229,2,True
isosorbide mononitrate,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,20.0,0.4159326868617084,-1.6820069440995835,2,False
acalabrutinib,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,100.0,0.538641921873892,-2.2686998489750265,2,False
fluvastatin,CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,40.0,0.3134677016855166,-2.1058671916233287,2,False
nicorandil,O=C(NCCO[N+](=O)[O-])c1cccnc1,5.0,0.060926184846911265,-1.9141660205626065,2,False
linagliptin,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,10.0,0.010407996925441514,-2.9826328447385513,2,False
risedronic acid (risedronate),O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,30.0,0.0049477267507411936,-3.7827155479829004,2,False
phenytoin,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,100.0,1.9000000000000001,-1.721246399047171,1,True
ziprasidone,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,80.0,0.084,-2.9788107009300617,1,False
deferiprone,Cc1c(O)c(=O)ccn1C,3500.0,54.38999999999998,-1.8085489855351047,1,False
opicapone,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,10.0,0.13100000000000003,-1.8827287043442356,1,False
4-formylaminoantipyrine,Cc1c(NC=O)c(=O)n(-c2ccccc2)n1C,750.0,1.61,-2.66823538735985,1,False
rimonabant,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,20.0,0.21223,-1.9742232215955433,1,False
sonidegib,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,200.0,0.10000000000000002,-3.3010299956639813,1,False
4-aminoantipyrine,Cc1c(N)c(=O)n(-c2ccccc2)n1C,1500.0,2.32,-2.8106032741647815,1,False
tolfenamic acid,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,100.0,1.98,-1.7033348097384688,1,False
deacetylmoxisylyte,Cc1cc(OCCN(C)C)c(C(C)C)cc1O,120.0,3.0260000000000002,-1.598312322360457,1,False
3-hydroxyanagrelide,O=C1NC2=Nc3ccc(Cl)c(Cl)c3CN2C1O,2.0,0.005030000000000003,-2.5994620106080535,1,False
deacetylmetipranolol,Cc1cc(OCC(O)CNC(C)C)c(C)c(C)c1O,40.0,0.022,-3.2596373105057563,1,False
sulfamethazine,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,850.0,40.11999999999998,-1.3260580013659125,1,False
sulfamethoxazole,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,1200.0,94.41999999999999,-1.1041172499523888,1,False
isoxicam,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,200.0,12.2,-1.214670164989233,1,False
riboflavin,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,60.0,0.116,-2.7136932611567253,1,False
rilpivirine,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,75.0,0.17,-2.644612342013426,1,False
etravirine,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,100.0,0.08900000000000001,-3.050609993355087,1,False
dolasetron,O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,200.0,0.5781000000000001,-2.5390270262888657,1,False
telotristat,Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(C[C@H](N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1,500.0,0.61,-2.9136401693252516,1,False
orphenadrine,Cc1ccccc1C(OCCN(C)C)c1ccccc1,100.0,0.14688,-2.8330373361428327,1,False
meclizine,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,25.0,0.08006999999999999,-2.4944701801648677,1,False
mefenamic acid,Cc1cccc(Nc2ccccc2C(=O)O)c1C,250.0,2.68,-1.9698052146432488,1,False
trospium,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,60.0,0.014000000000000007,-3.6320232147054052,1,False
salsalate,O=C(Oc1ccccc1C(=O)O)c1ccccc1O,1500.0,30.799999999999994,-1.687540542555237,1,False
salicylic acid,O=C(O)c1ccccc1O,1500.0,85.99999999999997,-1.2415928078121137,1,False
risdiplam,Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1,0.6,0.00288,-2.318758762624413,1,False
fomepizole,Cc1cn[nH]c1,490.0,12.315899999999996,-1.5997299260741076,1,False
tiagabine,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,2.0,0.04340000000000001,-1.6635402661514704,1,False
ciprofloxacin,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,100.0,0.37,-2.431798275933005,1,True
telbivudine,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,200.0,1.8,-2.0457574905606752,1,False
pyrazinoic acid,O=C(O)c1cnccn1,1890.0,4.5,-2.6232492903979003,1,False
tolmetin,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,81.5,13.0,-0.7972142564331398,1,False
naltrexone,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,100.0,0.018270000000000005,-3.7382614526474622,1,False
meclofenamic acid,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,300.0,15.099999999999996,-1.2981443074264931,1,False
halazepam,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,20.0,0.03034,-2.8190144192132696,1,False
acrivastine,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,4.0,0.073,-1.7387371312075066,1,False
nitrofurantoin,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,100.0,0.875,-2.057991946977687,1,False
dantrolene,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,100.0,2.7199999999999998,-1.5654310959658013,1,False
sulfinpyrazone,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,400.0,29.89999999999999,-1.126388803003533,1,False
phentolamine,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,60.0,0.06705000000000001,-2.951752468196026,1,False
tocainide,Cc1cccc(C)c1NC(=O)C(C)N,600.0,3.1999999999999997,-2.2730012720637376,1,False
avacopan,Cc1ccc(NC(=O)[C@H]2CCCN(C(=O)c3c(C)cccc3F)[C@H]2c2ccc(NC3CCCC3)cc2)cc1C(F)(F)F,1.0,0.002000000000000001,-2.6989700043360187,1,False
nitisinone (ntbc),O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],70.0,7.810000000000002,-0.9524470061369564,1,False
n-desmethylclobazam,O=C1CC(=O)N(c2ccccc2)c2cc(Cl)ccc2N1,20.0,0.082,-2.3872161432802645,1,False
lumiracoxib,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,200.0,3.998,-1.699187205881883,1,False
pazopanib,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,200.0,15.400000000000004,-1.1135092748275182,1,True
tolazamide,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,250.0,25.399999999999995,-0.9931062920520997,1,False
ursodeoxycholic acid,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,150.0,1.33477,-2.050684822071482,1,False
deucravacitinib,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,40.0,0.4100000000000001,-1.9892761346082268,1,False
isoxsuprine,C[C@H](COc1ccccc1)N[C@H](C)[C@@H](O)c1ccc(O)cc1,30.0,0.04582000000000001,-2.816066169866284,1,False
zofenoprilat,C[C@H](CS)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)O,10.0,0.09700000000000002,-2.0132282657337552,1,False
zofenopril,C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)O,60.0,0.09116000000000002,-2.8183469338753055,1,False
silodosin,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,4.0,0.0267,-2.175548729963387,1,False
(s)-fenoprofen,C[C@H](C(=O)O)c1cccc(Oc2ccccc2)c1,600.0,35.199999999999996,-1.2316085869055127,1,False
levamisole,c1ccc([C@H]2CN3CCSC3=N2)cc1,350.0,1.53,-2.359376613532677,1,False
deutetrabenazine,[2H]C([2H])([2H])Oc1cc2c(cc1OC([2H])([2H])[2H])[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2,25.0,0.00026999999999999995,-4.966576244513051,1,False
zuranolone,C[C@@]1(O)CC[C@H]2[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(=O)Cn4cc(C#N)cn4)CC[C@@H]32)C1,30.0,0.018300000000000007,-3.214670164989233,1,False
safinamide,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,63.0,0.4093,-2.187298804808312,1,False
8-hydroxyamoxapine,Oc1ccc2c(c1)N=C(N1CCNCC1)c1cc(Cl)ccc1O2,50.0,0.058039999999999994,-2.9352426005703207,1,False
fenoldopam,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,100.0,0.06330000000000001,-3.198596289982645,1,False
spiraprilat,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,3.0,0.025,-2.0791812460476247,1,False
triclosan,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,4.0,0.21010000000000004,-1.2796339389220097,1,False
vilanterol,OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,0.5,4.400000000000004e-05,-4.055517327849831,1,False
trichloroethanol,OCC(Cl)(Cl)Cl,1500.0,15.83682,-1.9764232784625464,1,False
(-)-prenylamine,C[C@H](Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,200.0,0.050700000000000016,-3.596022036330645,1,False
dextroamphetamine,C[C@H](N)Cc1ccccc1,30.0,0.032200000000000006,-2.9692653830238314,1,False
7-hydroxyamoxapine,Oc1ccc2c(c1)Oc1ccc(Cl)cc1C(N1CCNCC1)=N2,50.0,0.01947,-3.409604052815987,1,False
cinnarizine,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,25.0,0.03539,-2.8490594460345227,1,False
dolutegravir (s/gsk1394572),C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,2.0,0.23100000000000004,-0.9374180157718368,1,False
ritodrine,C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1,10.0,0.0041,-3.3872161432802645,1,False
huperzine a,C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2,0.99,0.008400000000000005,-2.071355908535668,1,False
cyclosporine,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,372.5,1.22,-2.4847664464095636,1,False
dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.75,0.009,-1.9208187539523753,1,False
norethisterone (norethindrone),C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,0.3,0.004360000000000003,-1.837634765451076,1,False
etonogestrel,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,0.15,0.0012900000000000006,-2.065501548756432,1,False
Ensartinib,C[C@@H]1CN(C(=O)c2ccc(NC(=O)c3cc(O[C@H](C)c4c(Cl)ccc(F)c4Cl)c(N)nn3)cc2)C[C@H](C)N1,225.0,0.264,-2.9305785912415314,1,False
levocabastine,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,0.5,0.007400000000000003,-1.8297382846050425,1,False
danazol,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,400.0,0.0696,-3.7594507517174005,1,False
hydroxyzine,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,46.62,0.07178000000000001,-2.812568815187337,1,True
vamorolone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@@]1(O)C(=O)CO,7.0,0.013100000000000007,-2.7278267443584925,1,False
fludrocortisone,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,0.1,0.00124,-1.9065783148377649,1,False
isosorbide dinitrate,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],120.0,0.0237,-3.704432900037521,1,False
estetrol,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1[C@@H](O)[C@@H](O)[C@@H]2O,1.0,0.00055,-3.2596373105057563,1,False
nitroglycerin,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],13.0,0.0004200000000000001,-4.490694061908936,1,False
triamcinolone,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,5.0,0.010500000000000006,-2.6777807052660805,1,False
brivudine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br,125.0,1.82,-1.8368386250229816,1,False
canrenoic acid,C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(O)CCC(=O)O,100.0,4.126,-1.3844707763628672,1,False
oxypurinol,O=c1[nH]c(=O)c2cn[nH]c2[nH]1,200.0,4.10705,-1.6875000055953506,1,False
cortisone,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,5.0,0.015739999999999997,-2.501965276312973,1,False
methyltestosterone,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,10.0,0.02057,-2.686765708305276,1,False
milrinone,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,2.13,0.04060000000000001,-1.7198535698615434,1,False
palonosetron,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,0.25,0.0006700000000000002,-2.571865205971211,1,False
ifosfamide,O=P1(NCCCl)OCCCN1CCCl,2595.0,52.217800000000004,-1.6963187916716413,1,False
tiludronic acid,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,400.0,2.9999999999999996,-2.1249387366083,1,False
oxandrolone,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,10.0,0.4066,-1.3908326256979802,1,False
betaine,C[N+](C)(C)CC(=O)[O-],3500.0,110.00197000000001,-1.502667581442339,1,False
amitriptylinoxide,C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21,50.0,0.48380000000000006,-2.014304140310158,1,False
diphemanil,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,250.0,0.040850000000000004,-3.7867479478036032,1,False
ademetionine (same),C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,500.0,0.93737,-2.727058954280209,1,False
trihexyphenidyl,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,4.0,0.006680000000000002,-2.7772835288524167,1,False
betamethasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,2.0,0.024700000000000007,-1.9083330424043154,1,False
digitoxin,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,0.56,0.030100000000000005,-1.2696215314123571,1,False
biperiden,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,4.0,0.003930000000000003,-3.0076674409525355,1,False
mazindol,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,2.0,0.005070000000000001,-2.596022036330645,1,False
trandolaprilat,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,1.0,0.0010700000000000004,-2.9706162223147903,1,False
sapropterin,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,730.0,0.08409999999999998,-3.9385268643225437,1,False
alvimopan,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,6.0,0.008790000000000004,-2.8341623753098717,1,False
delamanid,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,25.0,0.136,-2.26440110030182,1,False
fluoxymesterone,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,10.0,0.08000000000000002,-2.0969100130080562,1,False
oxymetholone,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,50.0,0.0188,-3.424812155072339,1,False
quercetin,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,16.0,0.0235,-2.8330521203841887,1,False
prednisone,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,10.0,0.024499999999999997,-2.6108339156354674,1,False
chlorzoxazone,O=c1[nH]c2cc(Cl)ccc2o1,400.0,7.15,-1.7477539495268817,1,False
trifluridine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,60.55,0.09600000000000002,-2.7998429144395027,1,False
procyclidine,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,10.0,0.116,-1.9355420107730814,1,False
dicoumarol,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,600.0,39.28,-1.1839797712687314,1,False
acarbose,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,300.0,0.011000000000000005,-4.435728569561437,1,False
artenimol (dihydroartemisinin),C[C@H]1[C@@H](O)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@]24OO3,103.0,0.18100000000000005,-2.7551586498359875,1,False
aztreonam,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,500.0,0.14000000000000004,-3.5528419686577806,1,False
artesunate,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,200.0,0.11000000000000001,-3.2596373105057563,1,False
doxycycline,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,100.0,1.6133,-1.7922848661944335,1,False
azacitidine,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,300.0,0.145,-3.3157532524846878,1,False
rufinamide,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,1200.0,4.166,-2.459461980435898,1,False
pyrazinamide,NC(=O)c1cnccn1,1890.0,38.699999999999996,-1.6887508391543329,1,False
ribavirin,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,600.0,0.782,-2.8849444973237954,1,False
guanadrel,NC(N)=NCC1COC2(CCCCC2)O1,25.0,0.042000000000000016,-2.774690718274137,1,False
leucovorin,Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2,75.0,0.64,-2.068881289407813,1,False
samidorphan,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3,11.0,0.0252,-2.639992144376681,1,False
salicylamide,NC(=O)c1ccccc1O,1500.0,30.899999999999995,-1.6861327796308467,1,False
nicotinamide,NC(=O)c1cccnc1,187.5,3.3,-1.7544873321858503,1,False
tioguanine,Nc1nc(=S)c2[nH]cnc2[nH]1,40.0,0.00836,-3.679853713888946,1,False
