name,canon_smiles,dose_mg,cmax_mg_L,log_cmax_per_dose,n_studies,tmax_h,thalf_h,auc_ng_h_ml,f_pct,formulation,is_prodrug,in_holdout
rivaroxaban,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,20.0,0.1667285218551403,-2.079020095747535,2,1.75,7.040000000000001,1288.5,65.6,tablet,False,False
tecovirimat,O=C(NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@@H]2C1=O)c1ccc(C(F)(F)F)cc1,500.0,0.934,-2.7286231281059257,1,2.0,26.0,9808.0,,,False,False
Telcagepant,O=C(N[C@@H]1CC[C@@H](c2cccc(F)c2F)CN(CC(F)(F)F)C1=O)N1CCC(n2c(=O)[nH]c3ncccc32)CC1,400.0,3.69378,-2.034588965852128,1,1.5,5.7,14514.52,,capsule,False,False
Omapatrilat,O=C(N[C@H]1CCS[C@H]2CCC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1,50.0,0.157551959683147,-2.501546194894652,2,0.875,12.8,193.3,31.0,solution,False,False
Encenicline,O=C(N[C@H]1CN2CCC1CC2)c1cc2cccc(Cl)c2s1,60.0,0.0355999999999999,-3.22670125241077,1,6.0,63.0,2800.0,,solution,False,False
roflumilast,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,0.5,0.010240849574132,-1.6886340174176413,2,0.975,20.75,62.95,,tablet,False,False
vibegron,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,75.0,0.1326999999999999,-2.7521903405272647,1,1.0,84.0,1621.0,,tablet,False,False
asciminib,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2ccn[nH]2)c1,40.0,0.5638841369562784,-1.8508701140285906,3,2.01,13.5,5550.0,,tablet,False,False
avatrombopag,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,100.0,0.388,-2.4111682744057927,1,6.5,18.0,11077.5,,suspension,False,False
filgotinib,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,200.0,1.737872694765452,-2.0610120359712703,4,1.0,7.41,5230.0,,tablet,False,False
fenbufen,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,600.0,3.83,-2.194952476415021,1,1.19,10.53,39360.0,,capsule,False,False
lipoic acid (r-lipoic acid),O=C(O)CCCC[C@@H]1CCSS1,200.0,3.7817,-1.7233429221100853,1,0.33,0.7,1774.2,,tablet,False,False
bepotastine,O=C(O)CCCN1CCC(OC(c2ccc(Cl)cc2)c2ccccn2)CC1,10.0,0.0886123016290627,-2.0525059828673053,2,1.04,3.26,351.65,,tablet,False,False
gamma-hydroxybutyric acid,O=C(O)CCCO,990.0,23.0,-1.633907358579957,1,0.42,0.33,15083.33,,syrup,False,False
chlorambucil,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,70.0,1.89,-1.5686362358410126,1,1.22,1.02,3215.8,85.0,tablet,False,False
oxaprozin,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,1200.0,90.77444574328172,-1.121217640199067,2,4.35,50.75,7042000.0,,tablet,False,False
daprodustat,O=C(O)CNC(=O)C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O,100.0,2.25984291489475,-1.645921748270928,2,1.25,2.45,5357.0,,,False,False
Vadadustat,O=C(O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O,450.0,49.69708240933264,-0.9568816206299491,2,2.75,5.505,334000.0,,tablet,False,False
aceclofenac,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,100.0,9.572585857541316,-1.0189707297293784,2,1.7999999999999998,2.77,21825.0,,tablet,False,False
levocetirizine,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,5.0,0.2235545121441301,-1.3495865643993752,2,0.79,7.775,1797.31,,tablet,False,False
Ralinepag,O=C(O)COC[C@H]1CC[C@H](COC(=O)N(c2ccccc2)c2ccc(Cl)cc2)CC1,0.2,0.0061699999999999,-1.5107448316307466,1,1.25,26.4,103.0,,capsule,False,False
bendazac,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,500.0,41.900000000000006,-1.0767559813697234,1,1.6,3.5,159000.0,,tablet,False,False
erdosteine,O=C(O)CSCC(=O)NC1CCSC1=O,600.0,2.506,-2.3791701837255124,1,1.35,5.5,5438.0,,tablet,False,False
lesinurad,O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,400.0,17.942688083164718,-1.3481724839335738,3,2.0,18.4,67300.0,100.6,tablet,False,False
pitavastatin,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,4.0,0.23291,-1.2348718559423353,1,0.79,10.38,827.59,51.0,tablet,False,False
etrasimod,O=C(O)C[C@H]1CCc2c1[nH]c1ccc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)cc21,5.0,0.102,-1.6903698325741012,1,4.0,33.8,4390.0,,capsule,False,False
Setipiprant,O=C(O)Cn1c2c(c3cc(F)ccc31)CN(C(=O)c1cccc3ccccc13)CC2,100.0,1.14,-1.9430951486635275,1,2.6,10.0,5444.0,,,False,False
diflunisal,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,250.0,36.318590281011744,-0.8378110257904875,2,2.61,10.29,425805.0,,tablet,False,False
olsalazine,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,1000.0,1.08807,-2.963343163796098,1,1.0,,3929.15,2.3,capsule,False,False
sulfasalazine,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,500.0,4.9490609210233005,-2.0044472044950767,2,4.0,7.75,41889.0,15.0,,False,False
deferasirox,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,1400.0,31.39968084925861,-1.649202801812357,3,3.5,14.9,566200.0,,tablet,False,False
tafamidis,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,400.0,20.360000000000007,-1.2932822176632413,1,2.0,,,,solution,False,False
ataluren,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,210.0,6.0,-1.5440680443502757,1,1.0,3.1,27000.0,,suspension,False,False
Cilofexor,O=C(O)c1ccnc(N2CC(O)(c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)cc3Cl)C2)c1,100.0,2.59,-1.586700235918748,1,1.3,10.7,7740.0,,tablet,False,False
ciprofolxacin,O=C(O)c1cn(C2CC2)c2cc(N3CCC(NN4CCNCC4)C3)c(F)cc2c1=O,50.0,2.97,-1.2262135550188065,1,,4.0,,70.0,tablet,False,False
dolasetron,O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,100.0,0.23486,-2.6291909434545047,1,1.0,7.15,1040.16,76.2,tablet,False,False
solifenacin,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,10.0,0.0133925352342265,-2.8731372023745534,2,4.390000000000001,51.25,541.5,88.0,capsule,False,False
trospium,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,60.0,0.0139999999999999,-3.632023214705409,1,5.3,12.0,134.4,12.0,,False,False
salsalate,O=C(Oc1ccccc1C(=O)O)c1ccccc1O,1500.0,30.800000000000008,-1.687540542555237,1,2.6,0.9,78100.0,,tablet,False,False
Etavopivat,O=C([C@H](CO)c1ccccc1)N1CC2=C(C1)CN(S(=O)(=O)c1cnc3c(c1)OCCO3)C2,200.0,0.447,-2.6507224725320446,1,0.5,11.4,1320.0,,tablet,False,False
olaparib,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,300.0,7.165576422098049,-1.621870122531002,3,1.5,20.3,43700.0,,tablet,False,False
cobimetinib,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,20.0,0.0153783083511009,-3.1141214309520544,4,3.0,57.8,747.5,46.2,capsule,False,False
mitapivat,O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1,120.0,2.372030775517046,-1.7040609266376403,2,1.38,31.950000000000003,10668.5,72.7,capsule,False,False
raloxifene,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,60.0,0.0003046309242345,-5.294377262274293,2,6.0,23.8,11.39,2.0,tablet,False,False
Soticlestat,O=C(c1cccnc1-c1ccncc1)N1CCC(O)(Cc2ccccc2)CC1,50.0,0.21,-2.3767507096020997,1,0.25,2.99,172.0,,solution,False,False
ezetimibe,O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1,10.0,0.0034,-3.468521082957745,1,,22.0,,,tablet,False,False
sulfinpyrazone,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,200.0,12.97,-1.1880900195799011,1,2.4,4.87,,,capsule,False,False
atovaquone,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,500.0,1.6454419657297856,-2.4826874348783874,3,5.0,,121000.0,,tablet,False,False
buspirone,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,10.0,0.0012389511595793,-3.906945813513588,3,1.0,2.9,3.755,3.9,solution,False,False
thalidomide,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,200.0,1.913368324282755,-2.0192314157013684,3,3.5,5.8,19800.0,,capsule,False,False
nitisinone (ntbc),O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],70.0,7.809999999999999,-0.9524470061369565,1,2.75,54.5,602000.0,,capsule,False,False
naltrexone,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,100.0,0.0182699999999999,-3.7382614526474645,1,0.62,3.39,64.67,22.5,tablet,False,False
Iberdomide,O=C1CC[C@H](N2Cc3c(OCc4ccc(CN5CCOCC5)cc4)cccc3C2=O)C(=O)N1,6.0,0.0177,-2.530177984021837,1,2.5,11.5,255.1,,,False,False
cilostazol,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,100.0,0.6446898479113814,-2.1906491686764102,2,3.5,15.3,9263.5,,tablet,False,False
aripiprazole,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,15.0,0.0632961294235279,-2.3747141054585232,2,2.0,99.5,4287.5,,tablet,False,False
dantrolene,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,100.0,2.72,-1.5654310959658013,1,4.5,11.2,48400.0,,capsule,False,False
nitrofurantoin,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,100.0,0.875,-2.057991946977687,1,2.15,0.78,2210.0,,capsule,False,False
anagrelide,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,2.0,0.0113176322612108,-2.247274417172778,2,1.255,1.4,28.97,,capsule,False,False
halazepam,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,20.0,0.03034,-2.8190144192132696,1,2.1,21.33,815.76,,tablet,False,False
nitrazepam,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,5.0,0.0438159623644899,-2.057337649450286,3,2.0,30.5,1371.0,,tablet,False,False
clonazepam,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,2.0,0.014393117467165,-2.1428751258306904,3,2.0,39.0,526.69,90.0,tablet,False,False
bromazepam,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,6.0,0.0793061098993025,-1.8788446028726709,4,1.73,26.7,2756.375,60.0,tablet,False,False
ziprasidone,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,80.0,0.0839999999999999,-2.9788107009300626,1,6.0,6.2,950.0,,capsule,False,False
sertindole,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,4.0,0.0024722459424579,-3.2089683185441618,2,9.35,78.2,264.7,,tablet,False,False
efavirenz,O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,300.0,6.57,-1.6595558851598817,1,,52.0,,93.0,tablet,False,False
oxazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,15.0,0.3241978408317982,-1.6652811409489783,2,2.325,5.895,,92.8,tablet,False,False
lorazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,2.0,0.0221269066975029,-1.9561092910952294,2,1.89,13.25,471.1,92.9,capsule,False,False
efavirenz,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,600.0,2.543433694368189,-2.3727308300381926,3,4.5,96.6,108576.57,,tablet,False,False
lurasidone,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,40.0,0.0523299149626673,-2.8833099623263894,2,1.835,22.25,179.0,,tablet,False,False
ezetimibe,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,10.0,0.0042350424137815,-3.3731422358695142,3,5.0,19.38,70.4,,tablet,False,False
palonosetron,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,0.75,0.00199,-2.5762081869819933,1,3.75,42.3,98.0,97.0,capsule,False,False
risedronic acid (risedronate),O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,30.0,0.0049477267507411,-3.782715547982909,2,0.92,221.0,24.3,0.64,tablet,False,False
tiludronic acid,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,400.0,3.0,-2.1249387366083,1,2.0,,,6.0,tablet,False,False
ifosfamide,O=P1(NCCCl)OCCCN1CCCl,1730.0,44.90731,-1.585729062030575,1,0.5,5.3,250645.44,93.2,capsule,False,False
nitroglycerin,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],13.0,0.0004199999999999,-4.49069406190904,1,0.083,,,,solution,False,False
isosorbide mononitrate,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,20.0,0.4159326868617084,-1.6820069440995835,2,0.75,4.04,2610.205,93.0,tablet,False,False
isosorbide dinitrate,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],120.0,0.0236999999999999,-3.704432900037523,1,2.0,,88.33,,tablet,False,False
pretomanid,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,50.0,0.3364992577922629,-2.171985893687108,3,4.0,18.9,10351.0,,tablet,False,False
brivudine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br,125.0,1.82,-1.8368386250229816,1,0.95,18.99,8422.07,,tablet,False,False
trifluridine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,60.55,0.096,-2.7998429144395027,1,0.6,,248.0,,tablet,False,False
chlorzoxazone,O=c1[nH]c2cc(Cl)ccc2o1,250.0,3.4500000000000006,-1.8601209135987633,1,2.0,1.21,10100.0,,tablet,False,False
pimozide,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,6.0,0.0050079936102195,-3.07848748430431,2,3.9,21.85,164.5,,tablet,False,False
domperidone,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,20.0,0.037183291143369,-2.7306821685350764,3,0.8,7.9,215.4,14.0,tablet,False,False
flibanserin,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,100.0,0.4386397154841316,-2.3578920488218937,2,0.875,10.465,1914.02,33.0,tablet,False,False
Gepotidacin,O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,100.0,0.1,-3.0,1,3.0,5.97,596.0,,capsule,False,False
didanosine,O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1,200.0,0.9914156545062216,-2.304774223507606,2,0.55,1.45,1509.75,42.0,tablet,False,False
dicoumarol,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,250.0,14.699999999999998,-1.2306226739238615,1,7.0,41.7,590721.67,,tablet,False,False
procyclidine,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,10.0,0.116,-1.9355420107730814,1,1.1,12.6,1844.0,75.0,tablet,False,False
biperiden,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,4.0,0.0039299999999999,-3.007667440952547,1,1.0,12.49,18.32,,tablet,False,False
trihexyphenidyl,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,4.0,0.00668,-2.7772835288524167,1,1.21,32.07,187.7,,tablet,False,False
nebivolol,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,5.0,0.0015194735930578,-3.517276847461311,2,0.93,12.145,8.055,,tablet,False,False
fluconazole,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,200.0,4.692143203600026,-1.6296587374071443,3,2.06,30.69,194960.0,,tablet,False,False
mefloquine,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,750.0,1.1207122735118056,-2.8255671352439355,2,28.35,401.6,464500.0,,tablet,False,False
mazindol,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,2.0,0.00507,-2.596022036330645,1,3.27,9.1,72.68,,tablet,False,False
dipyridamole,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,100.0,2.388,-1.6219656775426685,1,1.13,20.6,6213.0,,tablet,False,False
zuclopenthixol,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,10.0,0.00441,-3.3555614105321614,1,3.0,17.6,58.14,49.0,tablet,False,False
fluphenazine,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,12.0,0.0023,-3.717453410030032,1,2.8,14.4,11.4,2.7,tablet,False,False
miglitol,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,50.0,1.297,-1.5860300282519388,1,2.59,2.12,5998.0,59.0,tablet,False,False
quetiapine,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,100.0,0.3173048542541023,-2.4985232838414584,3,0.7,4.3,876.3,9.0,tablet,False,False
ospemifene,OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,60.0,0.6468437214660123,-1.9673518833210533,2,2.75,24.65,4433.2,,tablet,False,False
migalastat,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,75.0,0.6932,-2.0342027093498207,1,3.0,4.0,4744.0,,solution,False,False
empagliflozin,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,50.0,0.5570775560151967,-1.9530543427265181,3,1.5,19.9,4779.7,,,False,False
vilanterol,OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,0.5,4.399999999999995e-05,-4.055517327849832,1,0.5,,0.063,,solution,False,False
triclosan,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,4.0,0.2100999999999999,-1.27963393892201,1,1.0,18.99,2.53,,solution,False,False
fenoldopam,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,100.0,0.0632999999999999,-3.1985962899826457,1,0.82,,49.88,,capsule,False,False
lasofoxifene,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,0.25,0.0001933907960581,-3.111504207571881,2,13.7,194.5,45.400000000000006,,tablet,False,False
nalbuphine,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,45.0,0.0128203549092839,-3.545312465736845,2,1.0,6.36,62.22,17.41,tablet,False,False
allopurinol,Oc1ncnc2[nH]ncc12,200.0,2.064663943599539,-1.986180622149673,2,1.41,0.8,4583.3,,tablet,False,False
deucravacitinib,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,40.0,0.41,-1.989276134608227,1,1.25,15.0,3473.0,99.0,tablet,False,False
deutetrabenazine,[2H]C([2H])([2H])Oc1cc2c(cc1OC([2H])([2H])[2H])[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2,25.0,0.00027,-4.966576244513051,1,0.67,,0.2,,capsule,False,False
Seletalisib,[O-][n+]1cccc(-c2nc3c(Cl)cccc3cc2[C@@H](Nc2ncnc3cccnc23)C(F)(F)F)c1,30.0,0.587,-1.708483153472048,1,3.96,23.1,15932.0,97.0,capsule,False,False
Eltoprazine,c1cc2c(c(N3CCNCC3)c1)OCCO2,30.0,0.0629,-2.6784706092743935,1,3.5,5.9,746.0,,capsule,False,False
Dotarizine,c1ccc(C(c2ccccc2)N2CCN(CCCC3(c4ccccc4)OCCO3)CC2)cc1,100.0,0.0563999999999999,-3.2487208960166587,1,1.5,4.8,352.7,,capsule,False,False
levamisole,c1ccc([C@H]2CN3CCSC3=N2)cc1,150.0,0.7166699999999999,-2.3207720338901017,1,1.52,5.56,3070.45,,tablet,False,False
Entospletinib,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1,75.0,0.0678,-3.0438315695246367,1,2.75,5.31,413.1,,tablet,False,False
varenicline,c1cnc2cc3c(cc2n1)C1CNCC3C1,1.0,0.0055342569510278,-2.256940680789053,2,3.0,16.0,103.0,,tablet,False,False
